age,is_corporate,total_balance,has_active_loan,recent_tx_count,product_id,target_product,profile_id
37,0,27230573,1,17,105,BankScope 주택담보대출,9f5ef176731091fd401e13aa
42,1,132788993,0,3,99,BankScope 기업 정기예금,38505ad88d466c67f7b1a8ba
37,0,5491190,1,17,106,BankScope 전세자금대출,2b12e16d26d29571fd0b6d20
43,1,189862087,0,6,99,BankScope 기업 정기예금,77b89a4e5b80bf1b825065b8
33,0,2638384,1,16,101,BankScope 청년 희망적금,5847899a58b2ad41d48dff4a
36,0,8478617,0,36,100,BankScope 자유적금,2877463228bcc9828a55ae33
19,0,2714384,0,21,101,BankScope 청년 희망적금,65166a5e24fccb1bece623f6
41,0,50409700,0,6,97,BankScope 정기예금,37fafdbb6e914b57b57489a8
41,0,54768625,0,8,97,BankScope 정기예금,4b62ccd8e4ee391ca8a95a81
31,0,16004718,0,15,102,BankScope 주택 마련 적금,71ad8bc58086799e1b9eafeb
42,0,23876037,1,10,105,BankScope 주택담보대출,f1d049c7ab8cb48ee54b1403
46,0,38352512,0,3,97,BankScope 정기예금,b7a36e98a7a6668b6e0967d5
31,0,13180371,0,23,102,BankScope 주택 마련 적금,99c012c8f18088a890129041
28,0,5685919,0,38,100,BankScope 자유적금,6c168796d48b253828b1b396
40,0,26431579,1,15,105,BankScope 주택담보대출,cb38484ee11a5a9c1a41257e
24,0,2653551,0,19,101,BankScope 청년 희망적금,67ba097d3a6b5675700b0688
36,1,7517450,1,10,107,BankScope 소상공인 대출,1353c2b1c75c2026a4b4cbf8
36,0,6689913,1,12,105,BankScope 주택담보대출,0b00be5ff44dfcc8bc629f2e
28,0,5281316,0,34,100,BankScope 자유적금,80b40712641f047eb0c093cb
26,0,2494598,0,19,101,BankScope 청년 희망적금,c535c23c199c5a8a3df8a791
36,0,23000858,1,13,105,BankScope 주택담보대출,a8734c98ea241bd7aac0c518
22,0,3857967,0,29,104,BankScope 신용대출,facce88a5d6084c4f67a7ae2
29,0,4253641,0,26,104,BankScope 신용대출,cb83beb03da741247e95166a
44,0,21732368,1,11,105,BankScope 주택담보대출,b09762172337fb2cd8f3edb8
30,0,4664425,0,16,101,BankScope 청년 희망적금,96498f245357b67de61e2337
49,0,56265211,0,8,97,BankScope 정기예금,637c676817b312032d86f65b
28,0,3404910,0,15,101,BankScope 청년 희망적금,be977a4000e276d3ee62d5a1
26,0,5626852,1,14,106,BankScope 전세자금대출,13b4277d9f929c14b01644ed
34,0,32087158,0,8,97,BankScope 정기예금,e9b99f8dfbced1c61c4c5004
24,0,3440175,0,17,101,BankScope 청년 희망적금,5a5b90c33f23ca388accffca
32,0,13755796,0,14,102,BankScope 주택 마련 적금,36dcdde56eb18f47640f7e9a
39,0,58124685,0,9,97,BankScope 정기예금,67bad35d097e354e555aac1f
36,0,4834196,1,28,104,BankScope 신용대출,248911c47f26f8a491d80899
29,0,6759094,0,10,106,BankScope 전세자금대출,274e006bfe64b9d73a04b8ef
66,0,97298530,0,2,98,BankScope 시니어 우대예금,70a41bd3b1d75ab7792920a2
19,0,3324147,0,22,101,BankScope 청년 희망적금,54397e9342cacc96b96c63a5
27,0,5328953,1,21,104,BankScope 신용대출,b2bde3b7af82fc5296cdf75d
36,0,3156224,1,25,104,BankScope 신용대출,441e84d4722ec044ae8f8b92
32,0,30923263,1,13,105,BankScope 주택담보대출,10973ed22511210fe18226ad
66,0,56371182,0,5,98,BankScope 시니어 우대예금,9ef6e43434d1982e736f8aa5
61,0,84709782,0,8,98,BankScope 시니어 우대예금,b5b3d6f2c24a6b25e06478a2
39,0,77474334,0,5,97,BankScope 정기예금,daa65349ceda1b1b4f8021c2
19,0,3020205,0,26,101,BankScope 청년 희망적금,e75920512adcec6a38fc4158
22,0,3373745,0,21,101,BankScope 청년 희망적금,bb51b71ea0a4d9725f0a9e23
23,0,3007887,0,19,101,BankScope 청년 희망적금,e6785bdb02e81a0dd6845a08
27,0,14733606,0,15,102,BankScope 주택 마련 적금,100938ccd45f9e73d410bb64
73,0,70622434,0,4,98,BankScope 시니어 우대예금,4bf736f9206862c1487a2be3
45,1,237404428,0,2,99,BankScope 기업 정기예금,61de56ed8230a419681c2843
30,0,24482033,0,10,102,BankScope 주택 마련 적금,b73e92cbc2d1203f7e5b23f0
45,0,56010377,0,7,97,BankScope 정기예금,0caf300f236edd5da4355a81
25,0,6097401,1,28,104,BankScope 신용대출,48fe46f88c5c16ad0559426e
27,0,6107187,0,39,100,BankScope 자유적금,13a87966dcb6982b718ea7db
21,0,2330502,0,16,101,BankScope 청년 희망적금,8aefab47ce0fd1df3fb9fee2
28,0,9387183,0,19,102,BankScope 주택 마련 적금,a52b0223036965566e0ae93f
35,0,6779450,0,37,100,BankScope 자유적금,b2c501547d302c34c4c570bc
51,1,162465161,0,9,99,BankScope 기업 정기예금,b8a6bd28e14ffbe98c84c95b
40,0,16669317,1,17,105,BankScope 주택담보대출,1e64bfbee6905c9770a6e029
32,0,7234778,1,17,106,BankScope 전세자금대출,937c6a0e0b69ee6fc84cc97d
39,0,17069143,1,10,105,BankScope 주택담보대출,a7feb57db300c6d54fea3c57
27,0,9136177,0,35,100,BankScope 자유적금,d604a0063d0f7bc345c4d5b0
22,0,8473139,1,17,106,BankScope 전세자금대출,dfe501cebd15fbe1a349be25
65,0,53932968,0,4,98,BankScope 시니어 우대예금,0620c27a3b71beaec7a61fb0
40,0,17778646,1,5,105,BankScope 주택담보대출,bfed69381086395158877da7
34,0,5761046,1,14,106,BankScope 전세자금대출,5020fbcf42d79103512a4a4f
36,0,19604404,0,10,102,BankScope 주택 마련 적금,b3ff3618d10dff2d0d8b5b5a
22,0,3238916,0,29,101,BankScope 청년 희망적금,01e5db85ecd57d36a48ad433
33,0,9525272,1,35,100,BankScope 자유적금,c06cc18e0e1eb354df4d7c2d
51,0,49493528,0,7,97,BankScope 정기예금,e2021d43e558774866df6eea
33,0,16876434,1,10,105,BankScope 주택담보대출,d64a4ca343b7f719e5a40492
25,0,2707732,1,15,106,BankScope 전세자금대출,560ab458ad71d62e36d395ac
32,0,2768203,0,24,101,BankScope 청년 희망적금,b7935ff54541cbf80fb129d5
58,0,87201363,0,5,98,BankScope 시니어 우대예금,71001187ca7852355028c7e3
44,0,30072462,0,11,97,BankScope 정기예금,1cf3705fbd72953ae8956eb3
33,0,11575526,0,31,100,BankScope 자유적금,295b309dbd702ffad6dec856
26,0,4441168,0,13,101,BankScope 청년 희망적금,0b2806b207ab79567ec5e16c
45,0,58836772,0,10,97,BankScope 정기예금,76d88e8e3b513a33451e9857
44,1,64232196,1,6,103,BankScope 기업 정기적금,e5c5f3b8bbef8b23b81d945c
42,0,52263664,0,7,97,BankScope 정기예금,3754346e793b01231fa71ec9
67,0,94732792,0,6,98,BankScope 시니어 우대예금,8b8a69e378063b8dd11d469f
35,0,4288732,0,28,104,BankScope 신용대출,72f6629bde0d21a8d8ed92e8
46,0,59539516,1,5,97,BankScope 정기예금,f9dae227c9e07aa83fd151af
33,1,19919573,1,8,107,BankScope 소상공인 대출,197dc01727c1cdc02822e2ed
34,1,44400976,1,7,103,BankScope 기업 정기적금,fbd2cbce1fd9f46f4a05426f
39,0,15710884,0,13,102,BankScope 주택 마련 적금,4b88ca64e263d5140e8d3869
71,0,111025886,0,5,98,BankScope 시니어 우대예금,010f7b8ef4fefb5d15a91fe3
37,0,12744446,0,15,102,BankScope 주택 마련 적금,3cb3e14e5fcacb47d4b6ea10
40,0,5139357,0,19,102,BankScope 주택 마련 적금,b221f08f4840a3d5e8fe87f8
25,0,4106991,0,17,101,BankScope 청년 희망적금,ef393372ba142738fa82ed46
61,0,47969345,0,7,98,BankScope 시니어 우대예금,81b53ce475c402770de254d5
24,0,3452781,0,30,101,BankScope 청년 희망적금,88b402150282340350ea3d04
31,0,13939299,0,19,102,BankScope 주택 마련 적금,22f8963ca6ef1c27ca3838fd
52,1,195137242,0,7,99,BankScope 기업 정기예금,d25b17fe0ae848bb0a2cf378
34,0,7646707,0,38,100,BankScope 자유적금,0a32a1ca07099463969501eb
33,0,13741063,0,25,100,BankScope 자유적금,4f8aaffe7c34d43cbc6d7138
64,0,93602521,0,2,98,BankScope 시니어 우대예금,80ad0e9055333738d1742cf6
33,1,30497363,0,8,107,BankScope 소상공인 대출,e9deb1c983bf108bb4ea5ec7
30,0,11263647,0,19,102,BankScope 주택 마련 적금,279489793e0894875a24420b
29,0,5032798,1,24,104,BankScope 신용대출,980f02dc526c53aa3b9e7924
30,0,8454087,0,34,100,BankScope 자유적금,ddaf6409a54b2aa45490c7ef
22,0,6571027,1,30,104,BankScope 신용대출,e4e0bda5d7b3bb1e22f5788f
47,0,47169348,0,7,97,BankScope 정기예금,deae05b2ddf6a2fb8786b064
58,0,53083276,0,1,98,BankScope 시니어 우대예금,57d7f3a5e0360c93f0b0a366
23,0,3942220,0,18,101,BankScope 청년 희망적금,d8e9344379830e43ae9774ce
38,0,29645469,1,4,105,BankScope 주택담보대출,cae4a35b1aade05502eb142a
39,0,46704958,0,10,97,BankScope 정기예금,55c248b7f9e7dfa430e2dd91
24,0,8531583,0,35,100,BankScope 자유적금,a61327a468ed5547a4581f32
31,0,3164284,0,15,101,BankScope 청년 희망적금,c60b6cec426e6037c86e24fe
26,0,2104232,0,18,101,BankScope 청년 희망적금,c3a0c64aece1063074216697
68,0,117184182,0,3,98,BankScope 시니어 우대예금,8a07af37067fe8034098694c
29,0,9464896,0,41,100,BankScope 자유적금,78de76503fc186387a342265
36,0,6505405,0,42,100,BankScope 자유적금,72eef2836f8dcd4b90ad1f6c
32,0,6797798,1,21,104,BankScope 신용대출,1c70609dd077348470eeacda
44,0,64849235,0,8,97,BankScope 정기예금,5d8a88e4ed5a22bcd08e98cc
46,1,75521597,0,6,99,BankScope 기업 정기예금,5048db070232ab30ab61c083
28,0,6671131,0,32,100,BankScope 자유적금,142a04f5d3a666b16535f45d
34,0,66364500,0,3,97,BankScope 정기예금,e5d841ca08e85dffee298ccf
27,0,3203854,0,21,101,BankScope 청년 희망적금,c15c65cf577252e5c0c7a668
46,1,162693838,0,3,99,BankScope 기업 정기예금,221e71faf713cfa98404d1b3
24,0,3802929,1,15,106,BankScope 전세자금대출,e2a9ec1d05d18bef2cfd1898
36,0,14300027,0,16,102,BankScope 주택 마련 적금,b31edffaf14a9cb0ca88958d
39,0,16957948,1,10,105,BankScope 주택담보대출,39c3642297a9755b82386c81
68,0,102990369,0,4,98,BankScope 시니어 우대예금,36b4e361dee2127fddb77b77
38,0,13787915,0,14,102,BankScope 주택 마련 적금,9ab365004aba06613acdc841
24,0,4310695,0,19,101,BankScope 청년 희망적금,ae2ea8709acc8e0c6b66d546
30,0,8388315,0,23,106,BankScope 전세자금대출,a03da0e1e25b5487a1a9e629
42,1,159494745,0,4,99,BankScope 기업 정기예금,caa0134d6b13b08e72ae6f41
50,0,41781420,0,9,97,BankScope 정기예금,bd14a87b25b3f2cf08e73503
37,0,31058453,0,13,97,BankScope 정기예금,571bb4c170a2f663edf845c0
38,0,4746315,1,27,104,BankScope 신용대출,f29d28c965cf5a9652e75eb6
27,0,6343396,1,23,106,BankScope 전세자금대출,c0ca57ff5003efe917cd0279
28,0,5211509,0,22,106,BankScope 전세자금대출,36926f9ee05e981776560551
36,0,27402345,0,8,105,BankScope 주택담보대출,c9622e601a56aa3a6eb3b884
30,0,3189272,1,22,101,BankScope 청년 희망적금,1a9ccbe77fe9f40dd89b8580
35,0,3807450,0,42,100,BankScope 자유적금,1626a01c44768377267faaeb
25,0,5954280,0,32,106,BankScope 전세자금대출,d81712475c085896f9fac3d3
19,0,2494795,0,18,101,BankScope 청년 희망적금,a09310a8c67eb5f2b145856d
19,0,3030626,0,25,101,BankScope 청년 희망적금,40222dac5869f60aa060ab8a
21,0,3037596,0,19,101,BankScope 청년 희망적금,b70f89b32b9f69dfe2b85a8d
36,0,9930215,0,32,100,BankScope 자유적금,6ad38800c8d1bce3666daccd
34,0,5028622,1,30,104,BankScope 신용대출,85aa5d93e3489ae453ccd37b
39,0,4369930,1,45,100,BankScope 자유적금,021bb40ba74dee1b3ff79975
25,0,1733048,0,21,104,BankScope 신용대출,b7dbdd78519a868eda79b2b8
33,0,8358420,0,37,100,BankScope 자유적금,361967bcf6681697b09b8eb9
46,0,60995814,1,8,97,BankScope 정기예금,6e461b9b9978a4cf6d0eeb59
33,0,3915303,1,24,104,BankScope 신용대출,a89093ea0f8c0c6ebab86347
24,0,6167958,1,16,106,BankScope 전세자금대출,7cd1c2d8b59612559643f11d
21,0,2141350,0,27,101,BankScope 청년 희망적금,544f8c529609de392a93aed0
48,0,47931331,0,8,97,BankScope 정기예금,d18ea91e7bf24dbda3ed43e5
29,0,14084424,0,13,102,BankScope 주택 마련 적금,988ff0650c796cbc78e036e0
25,0,14904398,1,17,102,BankScope 주택 마련 적금,a66a8410e7c8ef02ce608e90
49,1,33435607,1,17,107,BankScope 소상공인 대출,1bdde98dacd5c7cc56519dba
44,0,74551099,0,12,97,BankScope 정기예금,79ba5d2aa6b0468dd122c1cb
36,0,4461959,0,19,106,BankScope 전세자금대출,1b554eed320d39db11e0d305
41,0,20371448,1,8,105,BankScope 주택담보대출,2eb4dd0e0c81187c7d089c3a
58,0,77498288,0,2,98,BankScope 시니어 우대예금,19e29ef0d7449b460bb06969
67,0,95036920,0,1,98,BankScope 시니어 우대예금,388fbd90d71be9e3df6a113b
29,0,6412300,1,31,100,BankScope 자유적금,c510891742b465b2ff28ce92
37,0,5019565,0,23,104,BankScope 신용대출,22f763f8fe8bb4626923b8e8
41,0,15947233,1,16,102,BankScope 주택 마련 적금,d49782ab12f6ade787a23e4c
19,0,2681682,0,21,101,BankScope 청년 희망적금,a41540f8e408f0359e24c86a
32,0,4517773,0,46,100,BankScope 자유적금,4992676b4d14e2c690710f27
34,1,49606088,0,9,103,BankScope 기업 정기적금,bc3e635da2bf66e33d028067
38,1,44381987,0,8,103,BankScope 기업 정기적금,f7cdbef4287ca9006871216c
43,1,290347467,0,3,99,BankScope 기업 정기예금,d66357dc547b599627130b3b
46,0,57526867,0,5,97,BankScope 정기예금,824f1ab86de8677fb1f9b3f2
19,0,3618187,0,19,101,BankScope 청년 희망적금,1fffc1e25a4fc8ab561295c3
44,1,246118885,0,6,99,BankScope 기업 정기예금,567774e7b9d4ad9ee557db69
50,0,51397375,0,7,97,BankScope 정기예금,90b9c330ecd719b292da29d2
48,1,48537119,0,9,103,BankScope 기업 정기적금,0acd2775fa18b1545c3716f1
50,1,34881324,0,13,103,BankScope 기업 정기적금,3f9b2feb3af746c4e34d6aac
28,0,9369303,0,18,106,BankScope 전세자금대출,09679e65c80c956d5518f734
41,0,11978195,0,11,102,BankScope 주택 마련 적금,92cf2442c3958bdef0e5ffcd
42,0,28456192,0,10,97,BankScope 정기예금,018ecd677b6aacbad2a686a5
23,0,7257737,1,27,106,BankScope 전세자금대출,b31053af8fd719667bd4a659
35,0,9956345,1,11,102,BankScope 주택 마련 적금,0ca0f05546f96fdeaf7dfae6
24,0,4708052,0,28,100,BankScope 자유적금,fb1f86c72f54cdade4505440
48,1,181107480,1,3,99,BankScope 기업 정기예금,424a8fb0e2936821be2ff219
29,0,4887531,1,25,104,BankScope 신용대출,269beab0ec94fb0efaa4533f
19,0,3240508,0,26,101,BankScope 청년 희망적금,e28e0ef9467ef296da527084
44,1,306575237,1,4,108,BankScope 기업대출,389ddbf393825d18160f6494
30,0,5084465,0,32,100,BankScope 자유적금,d3bead7f2fdc01ef37d1db44
64,0,81032980,0,3,98,BankScope 시니어 우대예금,1064a2b66557276e0db9a654
25,0,7207760,1,14,106,BankScope 전세자금대출,9d1ec68a7a43ce451a306c87
23,0,5550119,1,28,104,BankScope 신용대출,905cdcedc3397faf414ddee4
31,0,3535399,1,19,104,BankScope 신용대출,01c95bd84eb63495755ef7f8
38,0,2966044,1,31,104,BankScope 신용대출,cb453713bf7179c90bdbb1f3
45,0,57749666,0,6,97,BankScope 정기예금,871f25a66a840318c1199f72
27,0,27750730,0,11,102,BankScope 주택 마련 적금,bc4a180495e1782bf64d3209
34,0,23607547,1,10,105,BankScope 주택담보대출,4a23486647464d52a94a8e0e
42,0,12352885,1,9,105,BankScope 주택담보대출,66d8d30ace5326dfaceff6ca
43,0,1979357,1,18,106,BankScope 전세자금대출,4ee13707d2ac856ef397b4d7
44,1,226594285,0,8,99,BankScope 기업 정기예금,8a27ebf818a07427b0b5ac4c
70,0,83281919,0,6,98,BankScope 시니어 우대예금,a32dc9d5d0df2a3945ff5003
60,0,86238991,0,3,98,BankScope 시니어 우대예금,f263a6f645a3595a5be1182e
47,0,23590388,0,9,105,BankScope 주택담보대출,a70efe4e51da634dc86cb723
23,0,3195795,1,40,104,BankScope 신용대출,245408bd00c572101c7e9dff
30,0,31195067,1,13,105,BankScope 주택담보대출,352a8893f74d33e7c8c1fac7
19,0,7872497,0,21,106,BankScope 전세자금대출,684a560d8fd5afe5576d2fdc
40,0,73584593,0,7,97,BankScope 정기예금,82289aa47634d2dd370dccb7
44,0,53263693,0,5,97,BankScope 정기예금,cc2993a2436a87303e224d30
27,0,4590752,0,14,101,BankScope 청년 희망적금,23011490364170adafe65ccc
24,0,1479798,1,18,101,BankScope 청년 희망적금,6fe1d2e27d50a5f86b1ae28a
70,0,70860487,0,2,98,BankScope 시니어 우대예금,320572739fac570b10d2a1c1
34,0,19770647,0,14,102,BankScope 주택 마련 적금,bb26def02ff6aafd5dd8b34c
23,0,2195836,0,26,101,BankScope 청년 희망적금,3e769d740e0fb9f9275929e4
28,0,2010859,0,14,101,BankScope 청년 희망적금,8c5ce3024d654da301bc86c3
41,0,20491932,1,11,105,BankScope 주택담보대출,181c6bd9df505dbd2788e52d
40,0,38059037,0,10,97,BankScope 정기예금,d220194f6ec5a74236b338de
31,0,7030987,1,39,100,BankScope 자유적금,a24d16dce55bd5011fabf195
59,0,38787759,0,3,98,BankScope 시니어 우대예금,e99a0cec5ce91e711bd9fb0d
35,0,4208472,1,24,104,BankScope 신용대출,5a5b11efd7b31e8d26fe43eb
44,0,6573560,0,35,100,BankScope 자유적금,69d0375b08c32155ae9bab57
28,0,1061642,0,21,101,BankScope 청년 희망적금,d8c7219051d9a00e7537ab61
26,0,3437678,0,20,101,BankScope 청년 희망적금,92c0f226430149e5c07f4e8d
72,0,66340443,0,4,98,BankScope 시니어 우대예금,2db45946e13da6444defa3ad
30,0,2621561,1,31,104,BankScope 신용대출,a428ab2593dcb7698f6afc22
44,1,22248213,1,17,107,BankScope 소상공인 대출,540b55340a30841220727a0e
66,0,89581476,0,3,98,BankScope 시니어 우대예금,45c12fec1dfa310879c8136e
50,0,27401989,0,7,97,BankScope 정기예금,3e8b61b72d19197edb94fdf5
42,0,9830159,1,12,105,BankScope 주택담보대출,fd726f1d8d88453eb834ddd2
46,0,13397585,0,18,102,BankScope 주택 마련 적금,19fd1e2671c370935ceb97f8
38,0,37084254,0,11,97,BankScope 정기예금,5f07b027c7edaa726717084e
25,0,3650202,0,13,101,BankScope 청년 희망적금,7c93aad070d5c5379a9ed1d3
20,0,3987498,0,16,101,BankScope 청년 희망적금,3b396df1862a3107b348ed39
40,1,56791345,0,7,103,BankScope 기업 정기적금,c5053fcc555b8c76dea4ffaa
45,0,21921299,1,7,105,BankScope 주택담보대출,57dd792a0e5e356709ed5be4
33,0,4939499,1,33,104,BankScope 신용대출,19a5128e29dc1f6c98ef7c36
44,0,36932104,0,2,97,BankScope 정기예금,d4e115e384145f27b26749e2
36,0,8547178,0,25,100,BankScope 자유적금,9f9cbb91d3076a1929542446
35,0,6256737,0,37,100,BankScope 자유적금,85e5706cd74601335628b7ed
30,0,19786982,0,17,102,BankScope 주택 마련 적금,da22cc7423059a54ebfcab60
30,0,3841523,1,27,104,BankScope 신용대출,afe77f38ac8bba443b4e16f2
40,0,12429672,0,14,102,BankScope 주택 마련 적금,557d6d2f03ac7cfcd2beb3c2
39,1,60249867,1,7,103,BankScope 기업 정기적금,da4a8436831f453fdd67e0c0
28,0,3693908,0,18,104,BankScope 신용대출,26efb64ce2ed02a8196c3cd1
38,0,27012225,0,8,97,BankScope 정기예금,29330178d75a3ccadf15b436
46,0,10774706,0,20,102,BankScope 주택 마련 적금,413e504a6263374e1297cf01
41,0,48475462,0,5,97,BankScope 정기예금,df9b22fa3b33b6923561ad70
36,0,6004124,1,24,104,BankScope 신용대출,b32842ed68a0c39f8a45789b
22,0,2660593,0,15,101,BankScope 청년 희망적금,5fff46ebc58228e4204b2daa
19,0,3920261,0,18,101,BankScope 청년 희망적금,27d9c4e09944ae2a63c40c84
25,0,3876514,0,18,101,BankScope 청년 희망적금,83bf7a8804d7a7f6c12bbeae
20,0,5053194,0,18,106,BankScope 전세자금대출,f31b5133e562cf2c3542bb84
29,0,673513,1,25,104,BankScope 신용대출,f25983c7901c0329219f4f14
65,0,103150442,0,3,98,BankScope 시니어 우대예금,6b4bc81c2409de2e088b3c16
22,0,4155993,0,19,101,BankScope 청년 희망적금,1cd1bcb60d5e83e89e75d125
68,0,53149612,0,4,98,BankScope 시니어 우대예금,0a6bbf73032e69cac4405d66
61,0,91946919,0,3,98,BankScope 시니어 우대예금,2d9f61243a167146bc34446d
46,0,8724496,0,33,100,BankScope 자유적금,55f590140ac15905f4fe8b7a
39,0,45029715,0,7,97,BankScope 정기예금,534b50c6915d8d68a91f3492
49,0,57409660,0,5,97,BankScope 정기예금,75cfd737cb30479349efe5ca
32,0,2716426,0,22,101,BankScope 청년 희망적금,98d77eb0ccc3a134b158836c
40,0,32989697,0,8,97,BankScope 정기예금,af74da1bd41df38cc60b0975
70,0,97192161,0,6,98,BankScope 시니어 우대예금,9a2a1f46033938013e97058c
34,0,6276925,1,22,106,BankScope 전세자금대출,3b0b3cef827f5584e1c06364
28,0,7727199,0,43,100,BankScope 자유적금,19fe41473a0107875b40acef
24,0,2851427,0,24,101,BankScope 청년 희망적금,49d10272451491b1ba3f6c5a
19,0,2788253,0,19,101,BankScope 청년 희망적금,a637e64b9aad5e177aefcd07
38,1,15477924,0,7,103,BankScope 기업 정기적금,c3d3ee6741fbadcd6aeef7d6
55,0,28423832,1,8,97,BankScope 정기예금,9b03bfd0681ca986ae4209e4
60,0,87117231,0,0,98,BankScope 시니어 우대예금,dfb9de6a3c4499b376d588e5
37,1,52729848,1,7,103,BankScope 기업 정기적금,129d4f3b2ab916d5e2ee0cc3
47,0,46563784,0,11,97,BankScope 정기예금,86af46ee9f187ee0ad61dc17
36,1,10728002,0,7,103,BankScope 기업 정기적금,6e9d496f7ea372eba8923b91
38,1,254103721,0,1,99,BankScope 기업 정기예금,dbab6f094bc874b1362b353a
29,0,6892959,1,35,100,BankScope 자유적금,20b999b31abafbf85fd910ba
23,0,3873157,0,18,101,BankScope 청년 희망적금,f90303aabf061286087cb75b
19,0,3896376,0,15,101,BankScope 청년 희망적금,8a02a4dd230d58431dea2f4e
24,0,3539192,0,14,101,BankScope 청년 희망적금,2ecfe20c3324a97314bc4c1d
20,0,2565314,0,18,101,BankScope 청년 희망적금,440b2d91d70fec87f1225d2f
19,0,3678655,0,20,101,BankScope 청년 희망적금,fa8f760df293e74f099c5e2b
42,0,13973580,0,15,102,BankScope 주택 마련 적금,f702e8f49b3dd40cafaf33eb
31,0,9567877,1,20,106,BankScope 전세자금대출,67f336a232b2a7bf913005a0
19,0,2170512,0,21,101,BankScope 청년 희망적금,7c01422843b59901400b3629
31,0,30719582,1,13,105,BankScope 주택담보대출,d81df5a305ece543a3e46590
37,0,11867909,1,13,102,BankScope 주택 마련 적금,21569d210af2b34874efb55d
19,0,4163186,0,21,101,BankScope 청년 희망적금,6981e2b6172024c4f5a260d6
32,0,7550643,1,22,104,BankScope 신용대출,e41670848b89e657ec95bd93
31,0,7966088,1,22,106,BankScope 전세자금대출,d3c960ba2c5283e650b4b47f
27,0,6043898,1,20,104,BankScope 신용대출,fa8731f452c756cc44a2fc07
